label,sms
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Ok. Me watching tv too.
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,Is that what time you want me to come?
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Two teams waiting for some players
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,Take some small dose tablet for fever
ham,"K so am I, how much for an 8th? Fifty?"
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,"\Pete can you please ring meive hardly gotany credit\"""""
ham,I anything lor.
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Mm have some kanji dont eat anything heavy ok
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,Ok thanx...
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,There bold 2  &lt;#&gt; . Is that yours
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,No de. But call me after some time. Ill tell you k
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,Ok... But bag again..
ham,I send the print  outs da.
ham,Yes. Nigh you cant aha.
ham,Eatin my lunch...
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,Pandy joined 4w technologies today.he got job..
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
ham,None of that's happening til you get here though
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
ham,Yes. Rent is very expensive so its the way we save.
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Hahaha..use your brain dear
ham,Did he just say somebody is named tampa
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
ham,"It's ok, at least armand's still around"
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
ham,Hmmm.still we dont have opener?
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,How long does it take to get it.
ham,K k pa Had your lunch aha.
ham,S da..al r above  &lt;#&gt;
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham,Ok. How many should i buy.
ham,"Are you being good, baby? :)"
ham,How much is blackberry bold2 in nigeria.
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,"Just arrived, see you in a couple days &lt;3"
ham,Your bill at 3 is å£33.65 so thats not bad!
ham,Havent.
ham,"Right on brah, see you later"
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,Ok i juz receive..
ham,"Yo, any way we could pick something up tonight?"
ham,If I die I want u to have all my stuffs.
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,Aaooooright are you at work?
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,ÌÏ only send me the contents page...
spam,85233 FREE>Ringtone!Reply REAL
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,How are you. Its been ages. How's abj
ham,Ok...
ham,Im done. Just studyn in library
ham,Thanks for ve lovely wisheds. You rock
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,Oh k :)why you got job then whats up?
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,Good morning princess! Happy New Year!
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
spam,Filthy stories and GIRLS waiting for your
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,K. I will sent it again
ham,"It's wylie, you in tampa or sarasota?"
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Watching tv now. I got new job :)
ham,Oh really?? Did you make it on air? What's your talent?
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Yeah I don't see why not
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,happened here while you were adventuring
ham,Ok i'm coming home now.
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,Fffff. Can you text kadeem or are you too far gone
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)"""
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Lol great now im getting hungry.
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,Did you see that film:)
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,I fetch yun or u fetch?
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,You still around? Looking to pick up later
ham,Ok lor but not too early. Me still having project meeting now.
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,India have to take lead:)
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Networking job is there.
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,No..its ful of song lyrics..
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,Ok
ham,At home also.
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,Msg me when rajini comes.
ham,WOT U UP 2 J?
ham,Pls she needs to dat slowly or she will vomit more.
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,U coming 2 pick me?
ham,Do we have any spare power supplies
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"Just wondering, the others just took off"
ham,"What part of \don't initiate\"" don't you understand"""
ham,K.k.how is your business now?
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,"Yo, you around? Just got my car back"
ham,"I've got ten bucks, jay is being noncomittal"
ham,Dude ive been seeing a lotta corvettes lately
ham,No message..no responce..what happend?
ham,Umma my life and vava umma love you lot dear
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
ham,Good Morning plz call me sir
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,Yup bathe liao...
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,LOL what happens in Vegas stays in vegas
ham,Thanx 4 sending me home...
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,Wat uniform? In where get?
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,Nothing. Can...
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Should I head straight there or what
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,You always make things bigger than they are
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Dont you have message offer
ham,Yup
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,"Aight no rush, I'll ask jay"
ham,Mom wants to know where you at
ham,What's the significance?
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
ham,I'm ok. Will do my part tomorrow
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,I not free today i haf 2 pick my parents up tonite...
ham,My phone
ham,Alright. I'm out--have a good night!
ham,Went fast asleep dear.take care.
ham,Ryder unsold.now gibbs.
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,"Sorry, I'll call later"
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,they released another Italian one today and it has a cosign option
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,Ho ho - big belly laugh! See ya tomo
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Want to send me a virtual hug?... I need one
ham,"Aight yo, dats straight dogg"
ham,Babe ? I lost you ... :-(
ham,Pathaya enketa maraikara pa'
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Apps class varaya elaya.
ham,"Yeah why not, is the gang all ready"
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
ham,Okay same with me. Well thanks for the clarification
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,ELLO BABE U OK?
ham,She's good. How are you. Where r u working now
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Yeah sure I'll leave in a min
ham,Depends on where u going lor.
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,I'm still pretty weak today .. Bad day ?
ham,No probs hon! How u doinat the mo?
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Dear umma she called me now :-)
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,"Hi Chikku, send some nice msgs"
ham,Yes fine 
ham,R we going with the  &lt;#&gt;  bus?
ham,K. I will sent it again
ham,Yup
ham,I'm e person who's doing e sms survey...
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Ya:)going for restaurant..
ham,Hi its in durban are you still on this number
ham,I'm also came to room.
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,And by when you're done I mean now
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,Is ur paper today in e morn or aft?
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,Send to someone else :-)
ham,"Cool, I'll text you in a few"
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Hahaha..use your brain dear
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
ham,K.i will send in  &lt;#&gt;  min:)
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,So what u doing today?
ham,Dad went out oredi... 
spam,Adult 18 Content Your video will be with you shortly
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,Ok lor wat time Ì_ finish?
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,Now project pa. After that only i can come.
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,Ok which your another number
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
ham,What is your record for one night? :)
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,When/where do I pick you up
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Doing project w frens lor. 
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,"Haha better late than ever, any way I could swing by?"
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Ya had just now.onion roast.
ham,Have you seen who's back at Holby?!
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,No..jst change tat only..
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,Will do. Have a good day
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,Finish liao... U?
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,I know you mood off today
ham,Waiting for your call.
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James."
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,No calls..messages..missed calls
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
ham,Yeah jay's sort of a fucking retard
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,"Awesome, lemme know whenever you're around"
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA
ham,No one interested. May be some business plan.
ham,Ok. But i finish at 6.
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,I.ll hand her my phone to chat wit u
ham,So what about you. What do you remember
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
ham,How much it will cost approx . Per month.
ham,"Usf I guess, might as well take 1 car"
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
ham,Shb b ok lor... Thanx...
ham,"Probably, want to pick up more?"
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,Once free call me sir. I am waiting for you.
ham,K..k:)where are you?how did you performed?
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,No message..no responce..what happend?
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
ham,"ItÛ÷s reassuring, in this crazy world."
ham,ÌÏ come lt 25 n pass to me lar
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,Yar but they say got some error.
ham,We will meet soon princess! Ttyl!
ham,All day working day:)except saturday and sunday..
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,I will come tomorrow di
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
